transaction_id,user_id,amount,merchant_category,location,timestamp,device_type,user_age,account_age_days,avg_transaction_amount,is_foreign_transaction,is_fraud,hour_of_day,day_of_week,is_weekend,month,is_month_end,is_month_start,time_since_last_transaction,transaction_count_24h,transaction_count_7d,transaction_count_30d,amount_zscore,amount_to_historic_mean_ratio,amount_rolling_mean_7d,amount_rolling_std_7d,location_changed,device_changed,merchant_category_changed,risk_score,amount_x_transaction_count,amount_x_is_foreign,transaction_count_x_is_foreign,is_rush_hour,is_off_hours,avg_amount_ratio,transaction_velocity
TXN_002566,USER_0753,9.51,Other,ES,2025-07-06 21:00:56.318855,POS,54,11,328.06,0,0,21,6,1,7,0,0,24.0,1.0,1.0,1.0,0.0,0.9048525214081827,9.51,0.0,1,1,1,0.25,9.51,0.0,0.0,0,0,0.028900504467270407,0.04149377593360996
TXN_001259,USER_4842,31.69,Restaurant,CA,2025-07-03 23:55:56.194724,Tablet,65,414,222.23,0,0,23,3,0,7,0,1,24.0,1.0,1.0,1.0,0.0,0.9694096053839095,31.69,0.0,1,1,1,0.2,31.69,0.0,0.0,0,1,0.14196120593110245,0.04149377593360996
TXN_007769,USER_0173,37.36,Online,US,2026-05-08 22:25:56.812248,Tablet,78,2901,6.61,0,0,22,4,0,5,0,0,2077.066663432222,1.0,1.0,1.0,-0.3269589174275568,0.5560351242744456,128.54,0.0,1,1,1,0.2,37.36,0.0,0.0,0,1,4.909329829172141,0.0004814250188030856
TXN_005411,USER_1228,697.57,Restaurant,FR,2025-06-11 20:35:56.607618,POS,31,2527,66.35,1,0,20,2,0,6,0,0,24.0,1.0,1.0,1.0,0.0,0.99856850423007,697.57,0.0,1,1,1,0.30000000000000004,697.57,697.57,1.0,0,0,10.357386785449147,0.04149377593360996
TXN_008885,USER_4011,48.49,Online,BE,2026-03-30 15:20:56.908380,ATM,70,1008,130.86,1,0,15,0,0,3,1,0,1763.4666773027777,1.0,1.0,1.0,-0.09176110235143184,0.9379110251450679,63.95,0.0,1,1,1,0.30000000000000004,48.49,48.49,1.0,0,0,0.3677385105414834,0.0005670327143680291
TXN_007817,USER_3235,11.97,Entertainment,FR,2026-02-06 05:13:56.816073,Desktop,32,120,56.02,0,0,5,4,0,2,0,0,24.0,1.0,1.0,1.0,0.0,0.9228989976869699,11.97,0.0,1,1,1,0.2,11.97,0.0,0.0,0,1,0.2099263416345142,0.04149377593360996
TXN_006031,USER_3218,4.56,Travel,ES,2025-12-02 13:43:56.662153,Mobile,62,2312,14.39,0,0,13,1,0,12,0,1,160.35014339222224,1.0,2.0,2.0,-0.6020289057452768,0.02690424213817924,246.935,333.71904538099113,1,1,1,0.1,4.56,0.0,0.0,0,0,0.2962962962962963,0.00623246560494177
TXN_006648,USER_0117,41.64,Restaurant,AU,2026-04-01 12:43:56.714397,Mobile,18,2060,27.89,1,0,12,2,0,4,0,1,1030.7999960027778,1.0,1.0,1.0,0.30465845950543935,1.307583608101743,55.9,0.0,1,1,1,0.30000000000000004,41.64,41.64,1.0,0,0,1.4413291796469367,0.0009700261944683387
TXN_008330,USER_1313,19.82,Gas,US,2026-02-02 06:53:56.862503,Desktop,28,103,52.83,0,0,6,0,0,2,0,1,4347.566677495278,1.0,1.0,1.0,-inf,0.299894083825087,65.09,0.0,1,0,1,0.1,19.82,0.0,0.0,0,0,0.3681961731376556,0.00023000843306969132
TXN_008078,USER_4891,204.82,Pharmacy,ES,2026-03-24 16:34:56.841139,Tablet,66,1686,76.6,0,0,16,1,0,3,0,0,6654.716658310278,1.0,1.0,1.0,-inf,0.7664558619915428,266.23,0.0,1,0,1,0.1,204.82,0.0,0.0,0,0,2.6394329896907216,0.00015026709995852983
TXN_006905,USER_3613,55.87,Online,UK,2025-12-05 07:28:56.737300,ATM,26,2550,70.53,0,0,7,4,0,12,0,1,1099.8000214980555,1.0,1.0,1.0,inf,1.4245283018867925,38.22,0.0,1,0,1,0.1,55.87,0.0,0.0,1,0,0.781070879351321,0.000909173543462621
TXN_000527,USER_3866,188.3,Utilities,AU,2025-10-12 00:31:56.132669,Mobile,38,2306,28.01,0,0,0,6,1,10,0,0,2156.433271337778,1.0,1.0,1.0,inf,10.537213206491327,16.87,0.0,1,1,1,0.4,188.3,0.0,0.0,0,1,6.490865218890038,0.0004637071977005311
TXN_008520,USER_1489,17.21,Entertainment,UK,2025-07-23 13:59:56.878898,POS,43,3570,6.33,0,0,13,2,0,7,0,0,24.0,1.0,1.0,1.0,0.0,0.9450851180669961,17.21,0.0,1,1,1,0.1,17.21,0.0,0.0,0,0,2.347885402455662,0.04149377593360996
TXN_006491,USER_3215,97.72,Entertainment,ES,2025-06-22 14:10:56.700683,Tablet,36,3621,138.74,0,0,14,6,1,6,0,0,24.0,1.0,1.0,1.0,0.0,0.9898703403565641,97.72,0.0,1,1,1,0.1,97.72,0.0,0.0,0,0,0.6992986975812222,0.04149377593360996
TXN_004159,USER_2266,12.15,Utilities,FR,2025-07-12 00:39:56.507149,Mobile,58,1432,14.72,1,0,0,5,1,7,0,0,24.0,1.0,1.0,1.0,0.0,0.9239543726235742,12.15,0.0,1,1,1,0.4,12.15,12.15,1.0,0,1,0.7729007633587787,0.04149377593360996
TXN_004868,USER_4321,76.3,Gas,ES,2026-03-01 15:38:56.562868,Tablet,72,479,5.01,0,0,15,6,1,3,0,1,2536.699913285278,1.0,1.0,1.0,4.86638502455816,2.5598300156564524,24.56,0.0,1,1,0,0.30000000000000004,76.3,0.0,0.0,0,0,12.695507487520798,0.0003941974275397037
TXN_003384,USER_0729,41.34,Travel,US,2025-09-25 20:27:56.413879,Desktop,47,2775,108.91,0,0,20,3,0,9,0,0,24.0,1.0,1.0,1.0,0.0,0.9763816721776098,41.34,0.0,1,1,1,0.1,41.34,0.0,0.0,0,0,0.3761259212082613,0.04149377593360996
TXN_008034,USER_0503,73.93,Online,CA,2026-03-30 04:51:56.836175,POS,33,1498,35.8,0,0,4,0,0,3,1,0,2073.2834383219442,1.0,1.0,1.0,inf,6.994323557237465,9.57,0.0,0,1,1,0.30000000000000004,73.93,0.0,0.0,0,1,2.008967391304348,0.00048230345700519926
TXN_002078,USER_1536,82.89,Travel,ES,2026-01-29 09:03:56.266202,Tablet,59,2373,169.83,0,0,9,3,0,1,1,0,286.3332833794445,1.0,1.0,2.0,inf,3.491575400168492,22.74,0.0,1,1,1,0.30000000000000004,82.89,0.0,0.0,1,0,0.4852192237897324,0.0034912143875238054
TXN_000655,USER_3084,21.63,Utilities,DE,2025-12-19 16:07:56.143423,Desktop,31,3047,54.72,0,0,16,4,0,12,0,0,24.0,1.0,1.0,1.0,0.0,0.9558108705258507,21.63,0.0,1,1,1,0.1,21.63,0.0,0.0,0,0,0.38819095477386933,0.04149377593360996
TXN_008817,USER_2469,5.97,Gas,DE,2026-03-12 07:03:56.902610,Mobile,30,1748,226.88,0,0,7,3,0,3,0,0,3883.2666987238886,1.0,1.0,1.0,-1.2550226985617654,0.2228720756595321,36.0,0.0,1,1,1,0.1,5.97,0.0,0.0,1,0,0.026197998946814113,0.0002575085171144434
TXN_009201,USER_4262,7.74,Gas,IT,2025-08-13 17:57:56.935150,ATM,22,807,11.49,0,0,17,2,0,8,0,0,24.0,1.0,1.0,1.0,0.0,0.88558352402746,7.74,0.0,1,1,1,0.1,7.74,0.0,0.0,1,0,0.6196957566052842,0.04149377593360996
TXN_008548,USER_0538,9.19,Pharmacy,BE,2025-10-16 21:39:56.881000,Mobile,27,941,42.81,1,0,21,3,0,10,0,0,24.0,1.0,1.0,1.0,0.0,0.9018645731108931,9.19,0.0,1,1,1,0.30000000000000004,9.19,9.19,1.0,0,0,0.20976945902761923,0.04149377593360996
TXN_001355,USER_3035,59.39,Retail,US,2025-10-16 05:48:56.203802,Mobile,26,2749,40.34,0,0,5,3,0,10,0,0,24.0,1.0,1.0,1.0,0.0,0.9834409670475244,59.39,0.0,1,1,1,0.2,59.39,0.0,0.0,0,1,1.4366231253023705,0.04149377593360996
TXN_003862,USER_4757,72.68,Retail,CA,2025-06-01 17:39:56.482467,ATM,78,736,47.23,0,0,17,6,1,6,0,1,24.0,1.0,1.0,1.0,0.0,0.9864277958740499,72.68,0.0,1,1,1,0.1,72.68,0.0,0.0,1,0,1.506945884304375,0.04149377593360996
TXN_008706,USER_2587,17.34,Pharmacy,FR,2026-04-19 02:01:56.893746,ATM,45,2763,38.54,1,0,2,6,1,4,0,0,2519.250172257222,1.0,1.0,1.0,inf,2.194936708860759,6.9,0.0,1,1,1,0.6,17.34,17.34,1.0,0,1,0.4385432473444613,0.000396927751851203
TXN_007773,USER_2071,196.15,Grocery,US,2026-02-16 09:56:56.812557,POS,53,2495,41.48,0,0,9,0,0,2,0,0,24.0,1.0,1.0,1.0,0.0,0.9949277200101445,196.15,0.0,1,1,1,0.1,196.15,0.0,0.0,1,0,4.617467043314502,0.04149377593360996
TXN_008805,USER_2217,106.35,Grocery,IT,2025-09-02 12:09:56.901693,Tablet,40,1655,10.66,0,0,12,1,0,9,0,1,24.0,1.0,1.0,1.0,0.0,0.9906846762925011,106.35,0.0,1,1,1,0.1,106.35,0.0,0.0,0,0,9.120926243567752,0.04149377593360996
TXN_000679,USER_0799,18.1,Gas,FR,2025-07-27 06:38:56.145343,POS,42,514,28.49,0,0,6,6,1,7,1,0,571.3333231672223,1.0,1.0,2.0,1.0528400152940565,1.4246359700905156,16.0,0.0,1,1,1,0.1,18.1,0.0,0.0,0,0,0.6137673787724653,0.0017499854479213902
TXN_005212,USER_3365,18.42,Pharmacy,US,2025-07-30 12:24:56.590245,ATM,23,200,107.67,0,0,12,2,0,7,1,0,24.0,1.0,1.0,1.0,0.0,0.9485066941297632,18.42,0.0,1,1,1,0.1,18.42,0.0,0.0,0,0,0.16950400294469495,0.04149377593360996
TXN_007689,USER_1878,7.07,Grocery,UK,2025-10-22 01:38:56.805445,Tablet,28,1914,68.63,0,0,1,2,0,10,0,0,279.8333246502778,1.0,1.0,2.0,-0.9581999486803928,0.30072309655465757,35.23,0.0,1,1,1,0.2,7.07,0.0,0.0,0,1,0.10153669395375557,0.003572279224880801
TXN_003861,USER_1516,220.22,Utilities,US,2025-07-19 04:23:56.482393,Tablet,41,634,3.46,1,0,4,5,1,7,0,0,729.8499626377777,1.0,1.0,1.0,-0.10339026530704823,0.9503301255771802,158.85,0.0,0,1,1,0.30000000000000004,220.22,220.22,1.0,0,1,49.37668161434978,0.0013699569164800805
TXN_005153,USER_1434,85.2,Grocery,DE,2025-07-01 19:36:56.585308,ATM,42,1929,24.61,0,0,19,1,0,7,0,1,24.0,1.0,1.0,1.0,0.0,0.988399071925754,85.2,0.0,1,1,1,0.1,85.2,0.0,0.0,1,0,3.3268254588051542,0.04149377593360996
TXN_005546,USER_0705,63.0,Other,AU,2025-06-26 22:55:56.618642,Mobile,20,3628,230.46,1,0,22,3,0,6,1,0,24.0,1.0,1.0,1.0,0.0,0.984375,63.0,0.0,1,1,1,0.4,63.0,63.0,1.0,0,1,0.2721852587920159,0.04149377593360996
TXN_007676,USER_3994,104.6,Gas,NL,2025-09-08 01:49:56.804444,Desktop,40,1983,14.13,0,0,1,0,0,9,0,0,1880.966866725,1.0,1.0,1.0,inf,2.7396542692509165,37.18,0.0,1,1,1,0.4,104.6,0.0,0.0,0,1,6.913417052214143,0.0005316132125281827
TXN_009762,USER_4681,453.22,Grocery,IT,2026-05-20 03:39:56.991107,Tablet,53,25,26.43,1,1,3,2,0,5,0,0,2024.1334719394445,1.0,1.0,1.0,10.10287414241287,8.830910720548694,6.67,0.0,1,1,1,0.75,453.22,453.22,1.0,0,1,16.522785271600437,0.0004940141608477045
TXN_001430,USER_4712,6.44,Other,AU,2025-07-29 17:33:56.210498,POS,22,3538,280.54,0,0,17,1,0,7,1,0,24.0,1.0,1.0,1.0,0.0,0.8655913978494624,6.44,0.0,1,1,1,0.1,6.44,0.0,0.0,1,0,0.022874191944306316,0.04149377593360996
TXN_008857,USER_2032,35.02,Restaurant,DE,2025-08-05 19:39:56.905924,POS,61,2894,95.96,1,0,19,1,0,8,0,1,24.0,1.0,1.0,1.0,0.0,0.9722376457523598,35.02,0.0,1,1,1,0.30000000000000004,35.02,35.02,1.0,1,0,0.36117986798679874,0.04149377593360996
TXN_005857,USER_0106,134.1,Restaurant,ES,2025-09-29 05:37:56.647679,POS,23,2926,16.7,1,0,5,0,0,9,1,0,24.0,1.0,1.0,1.0,0.0,0.9925980754996299,134.1,0.0,1,1,1,0.4,134.1,134.1,1.0,0,1,7.576271186440678,0.04149377593360996
TXN_002591,USER_1762,14.55,Grocery,FR,2025-08-01 15:54:56.320941,ATM,19,3315,13.16,1,0,15,4,0,8,0,1,256.64993084194447,1.0,1.0,2.0,-inf,0.6622667273554849,20.97,0.0,1,1,1,0.30000000000000004,14.55,14.55,1.0,0,0,1.027542372881356,0.0038948403869896306
TXN_001085,USER_3974,64.71,Other,AU,2025-07-08 10:18:56.180589,Desktop,26,1918,12.43,0,0,10,1,0,7,0,0,710.1166388230556,1.0,1.0,2.0,-inf,0.22759566685424873,283.32,0.0,0,1,0,0.0,64.71,0.0,0.0,0,0,4.81831720029784,0.0014080210816479356
TXN_002150,USER_4228,9.03,Entertainment,CA,2025-08-07 01:55:56.272609,POS,54,2985,25.98,1,0,1,3,0,8,0,0,1369.6664834644444,1.0,1.0,1.0,-inf,0.2377567140600316,36.98,0.0,1,1,1,0.4,9.03,9.03,1.0,0,1,0.3346923647146034,0.000730051444586947
TXN_006329,USER_0513,45.12,Utilities,UK,2026-04-22 20:31:56.687192,Desktop,69,64,44.91,0,0,20,2,0,4,0,0,3226.5167242666666,1.0,1.0,1.0,3.2452699050772944,2.0924408718503633,28.31,0.0,1,1,1,0.1,45.12,0.0,0.0,0,0,0.9827924199520802,0.00030992215235209764
TXN_008444,USER_1865,22.44,Utilities,CA,2025-06-27 23:38:56.871887,POS,33,559,30.23,0,0,23,4,0,6,1,0,24.0,1.0,1.0,1.0,0.0,0.9573378839590444,22.44,0.0,1,1,1,0.2,22.44,0.0,0.0,0,1,0.7185398655139289,0.04149377593360996
TXN_005699,USER_2054,7.45,Utilities,NL,2026-03-30 04:58:56.634151,Tablet,33,2512,121.71,1,0,4,0,0,3,1,0,24.0,1.0,1.0,1.0,0.0,0.8816568047337279,7.45,0.0,1,1,1,0.4,7.45,7.45,1.0,0,1,0.06071224839051423,0.04149377593360996
TXN_009255,USER_1151,82.29,Retail,NL,2025-10-05 06:58:56.941784,Mobile,25,1290,113.9,0,0,6,6,1,10,0,1,24.0,1.0,1.0,1.0,0.0,0.9879937567535119,82.29,0.0,1,1,1,0.1,82.29,0.0,0.0,0,0,0.7161879895561358,0.04149377593360996
TXN_000224,USER_3248,221.18,Restaurant,US,2025-11-01 07:26:56.102145,Desktop,52,936,55.34,0,0,7,5,1,11,0,1,3578.2499714647224,1.0,1.0,1.0,inf,1.6187060889929745,135.64,0.0,1,0,1,0.1,221.18,0.0,0.0,1,0,3.9258075967341144,0.00027945841183071065
TXN_002355,USER_0730,15.24,Grocery,BE,2026-04-09 08:04:56.293461,Mobile,26,3457,10.77,1,0,8,3,0,4,0,0,24.0,1.0,1.0,1.0,0.0,0.938423645320197,15.24,0.0,1,1,1,0.30000000000000004,15.24,15.24,1.0,1,0,1.2948173322005099,0.04149377593360996
TXN_000326,USER_0445,49.21,Pharmacy,BE,2025-12-15 19:10:56.113364,ATM,60,1573,80.99,1,0,19,0,0,12,0,0,24.0,1.0,1.0,1.0,0.0,0.9800836486755626,49.21,0.0,1,1,1,0.30000000000000004,49.21,49.21,1.0,1,0,0.6001951457494817,0.04149377593360996
TXN_009729,USER_3038,28.91,Pharmacy,UK,2025-09-29 01:02:56.987588,POS,76,103,587.2,1,1,1,0,0,9,1,0,24.0,1.0,1.0,1.0,0.0,0.9665663657639585,28.91,0.0,1,1,1,0.4,28.91,28.91,1.0,0,1,0.049149948996939814,0.04149377593360996
TXN_005828,USER_3226,14.72,Other,NL,2026-05-09 04:18:56.645370,Desktop,55,1942,46.35,1,0,4,5,1,5,0,0,745.066655776389,1.0,1.0,1.0,-2.123775575438762,0.11484746820628851,89.73,0.0,1,1,1,0.4,14.72,14.72,1.0,0,1,0.31087645195353747,0.001341981679196448
TXN_008396,USER_2823,22.52,Retail,ES,2026-01-29 01:10:56.867923,Mobile,40,3417,11.18,0,0,1,3,0,1,1,0,3312.9500604191667,1.0,1.0,1.0,-0.7719043972206201,0.1772670025188917,220.87,0.0,1,1,1,0.2,22.52,0.0,0.0,0,1,1.8489326765188834,0.000301836670670011
TXN_006092,USER_1386,3.17,Gas,NL,2025-12-07 17:18:56.667586,POS,38,741,23.5,0,0,17,6,1,12,0,0,583.5999477161112,1.0,1.0,2.0,-0.7087371159877389,0.04007754224788234,200.01,0.0,1,1,1,0.1,3.17,0.0,0.0,1,0,0.1293877551020408,0.0017132089936152623
TXN_004361,USER_0898,17.31,Utilities,DE,2026-05-21 15:15:56.522905,Tablet,61,3631,157.46,0,0,15,3,0,5,0,0,24.0,1.0,1.0,1.0,0.0,0.945385035499727,17.31,0.0,1,1,1,0.1,17.31,0.0,0.0,0,0,0.10923892464975386,0.04149377593360996
TXN_009871,USER_3700,225.85,Travel,UK,2025-10-14 00:21:57.001620,Tablet,35,116,55.33,1,1,0,1,0,10,0,0,24.0,1.0,1.0,1.0,0.0,0.9955918007493939,225.85,0.0,1,1,1,0.4,225.85,225.85,1.0,0,1,4.009408840759808,0.04149377593360996
TXN_001588,USER_1047,6.49,Entertainment,ES,2026-03-04 00:35:56.223630,Mobile,29,2161,30.2,0,0,0,2,0,3,0,1,2637.749883863056,1.0,1.0,1.0,-inf,0.04223335719398712,152.67,0.0,1,1,1,0.2,6.49,0.0,0.0,0,1,0.20801282051282052,0.0003790966294622985
TXN_003674,USER_2253,10.65,Travel,IT,2025-11-28 20:14:56.463805,Mobile,58,1712,5.54,1,0,20,4,0,11,1,0,24.0,1.0,1.0,1.0,0.0,0.9141630901287554,10.65,0.0,1,1,1,0.30000000000000004,10.65,10.65,1.0,0,0,1.6284403669724772,0.04149377593360996
TXN_005917,USER_1265,105.48,Restaurant,NL,2026-01-17 10:03:56.652513,Tablet,63,3289,40.73,0,0,10,5,1,1,0,0,24.0,1.0,1.0,1.0,0.0,0.9906085649887303,105.48,0.0,1,1,1,0.1,105.48,0.0,0.0,0,0,2.527677929547089,0.04149377593360996
TXN_005537,USER_4274,12.79,Restaurant,FR,2025-09-14 08:32:56.617911,POS,26,3296,86.53,0,0,8,6,1,9,0,0,516.483339945,1.0,1.0,2.0,-0.5566680278659248,0.487052551408987,41.1,0.0,1,1,1,0.1,12.79,0.0,0.0,1,0,0.14612132982977263,0.001935796071368598
TXN_003182,USER_1712,255.71,Online,UK,2026-05-24 01:23:56.395388,Tablet,47,3165,50.47,0,0,1,6,1,5,0,0,1738.9167065541667,1.0,1.0,1.0,10.272150047110822,7.9425376611275045,15.74,0.0,1,1,1,0.4,255.71,0.0,0.0,0,1,4.968136778706042,0.0005750376038545851
TXN_005301,USER_0689,51.75,Restaurant,DE,2026-04-11 00:53:56.597637,POS,18,457,19.09,0,0,0,5,1,4,0,0,600.9332214827778,1.0,1.0,2.0,1.661228125984118,2.0595648713186523,4.97,0.0,0,1,1,0.1,51.75,0.0,0.0,0,1,2.575908412145346,0.0016638015408415396
TXN_002407,USER_0419,44.16,Travel,IT,2025-11-04 23:12:56.298399,POS,27,2857,99.85,1,0,23,1,0,11,0,1,34.64995800777778,1.0,2.0,2.0,-inf,0.11748430350111737,374.88,0.0,1,1,0,0.4,44.16,44.16,1.0,0,1,0.43787803668815073,0.028777013191675766
TXN_000013,USER_1530,22.35,Retail,US,2025-08-22 03:47:56.084727,Mobile,20,3431,13.99,0,0,3,4,0,8,0,0,1934.899800261389,1.0,1.0,1.0,-inf,0.3197424892703863,68.9,0.0,1,1,1,0.2,22.35,0.0,0.0,0,1,1.4909939959973317,0.0005167959189788626
TXN_005500,USER_4016,46.23,Other,NL,2025-11-22 12:00:56.614683,ATM,74,2488,61.71,1,0,12,5,1,11,0,0,24.0,1.0,1.0,1.0,0.0,0.9788270167266568,46.23,0.0,1,1,1,0.30000000000000004,46.23,46.23,1.0,0,0,0.7372029979269653,0.04149377593360996
TXN_003530,USER_3799,6.5,Gas,ES,2025-07-15 02:32:56.447497,Desktop,51,602,59.52,0,0,2,1,0,7,0,0,24.0,1.0,1.0,1.0,0.0,0.8666666666666667,6.5,0.0,1,1,1,0.2,6.5,0.0,0.0,0,1,0.10740251156642432,0.04149377593360996
TXN_008726,USER_2757,98.68,Grocery,US,2025-09-13 23:50:56.895267,Mobile,50,2306,4.85,0,0,23,5,1,9,0,0,24.0,1.0,1.0,1.0,0.0,0.9899678972712681,98.68,0.0,1,1,1,0.2,98.68,0.0,0.0,0,1,16.86837606837607,0.04149377593360996
TXN_005678,USER_3940,294.14,Entertainment,DE,2025-09-01 05:25:56.632586,ATM,32,1191,40.19,0,0,5,0,0,9,0,1,24.0,1.0,1.0,1.0,0.0,0.9966117774615437,294.14,0.0,1,1,1,0.2,294.14,0.0,0.0,0,1,7.1410536537994656,0.04149377593360996
TXN_005726,USER_2457,49.92,Other,NL,2025-11-27 20:05:56.636186,Tablet,43,912,32.44,0,0,20,3,0,11,1,0,24.0,1.0,1.0,1.0,0.0,0.9803613511390417,49.92,0.0,1,1,1,0.1,49.92,0.0,0.0,0,0,1.4928229665071773,0.04149377593360996
TXN_003627,USER_2573,45.96,Grocery,AU,2025-09-17 20:15:56.459667,Desktop,78,1956,49.37,0,0,20,2,0,9,0,0,1473.3832912777777,1.0,1.0,1.0,-inf,0.3081668231192169,148.14,0.0,1,1,1,0.1,45.96,0.0,0.0,0,0,0.912447885646218,0.0006786639562996458
TXN_004172,USER_4858,71.38,Grocery,FR,2025-09-09 20:06:56.508129,ATM,69,3443,57.66,0,0,20,1,0,9,0,0,256.89996830055554,1.0,1.0,2.0,1.0327614106856606,2.254579911560328,58.54,0.0,1,1,1,0.1,71.38,0.0,0.0,0,0,1.2168428230480737,0.0038910510635959414
TXN_008499,USER_1911,38.66,Grocery,FR,2026-04-02 12:09:56.877280,Mobile,18,3299,35.5,0,0,12,3,0,4,0,1,2107.1168334866666,1.0,1.0,1.0,-0.1410879136054503,0.8326513030368295,79.36,0.0,1,0,0,0.1,38.66,0.0,0.0,0,0,1.0591780821917807,0.00047455961062410883
TXN_002736,USER_3241,30.48,Retail,US,2026-04-26 08:02:56.337017,Desktop,37,233,10.32,0,0,8,6,1,4,1,0,2464.799883531389,1.0,1.0,1.0,-inf,0.7052290606200833,42.22,0.0,0,1,1,0.0,30.48,0.0,0.0,1,0,2.6925795053003534,0.00040569599060848253
TXN_001642,USER_0375,47.01,Retail,DE,2025-12-16 21:28:56.229057,Desktop,57,312,34.02,0,0,21,1,0,12,0,0,681.7167012677778,1.0,1.0,2.0,-0.5007441074018597,0.5801197013636084,126.67,0.0,1,1,1,0.1,47.01,0.0,0.0,0,0,1.3423757852655624,0.001466669851502007
TXN_002688,USER_1507,64.91,Gas,BE,2025-11-02 22:53:56.331437,ATM,75,2482,13.23,1,0,22,6,1,11,0,1,24.0,1.0,1.0,1.0,0.0,0.984827795478683,64.91,0.0,1,1,1,0.4,64.91,64.91,1.0,0,1,4.561489810260014,0.04149377593360996
TXN_002758,USER_0171,317.34,Grocery,US,2026-01-01 17:44:56.340866,Desktop,63,2676,19.25,1,0,17,3,0,1,0,1,613.1332485802778,1.0,1.0,2.0,28.682606418109327,11.128879537085743,20.37,0.0,1,1,1,0.5,317.34,317.34,1.0,1,0,15.67111111111111,0.001630700883089986
TXN_007116,USER_1659,24.21,Retail,US,2026-05-12 07:33:56.756703,ATM,44,1817,11.8,0,0,7,1,0,5,0,0,3735.0167350383335,1.0,1.0,1.0,-1.0735229834398268,0.16957739901937893,20.81,0.0,1,0,1,0.1,24.21,0.0,0.0,1,0,1.89140625,0.0002677292494285957
TXN_004497,USER_1432,45.73,Utilities,AU,2025-12-27 21:07:56.534371,Tablet,67,1361,70.72,0,0,21,5,1,12,1,0,603.2666915063888,1.0,1.0,2.0,inf,2.2560434139121854,19.27,0.0,1,1,1,0.1,45.73,0.0,0.0,0,0,0.6376185164528723,0.0016573669280671773
TXN_007857,USER_1071,47.22,Restaurant,US,2025-11-08 15:47:56.819531,POS,29,2053,23.14,0,0,15,5,1,11,0,0,1022.8335325872222,1.0,1.0,1.0,inf,0.9936868686868686,46.52,0.0,1,1,1,0.1,47.22,0.0,0.0,0,0,1.9560894780447389,0.0009775806229274562
TXN_000151,USER_3486,592.35,Entertainment,ES,2026-03-17 15:35:56.096371,ATM,50,3073,31.26,0,0,15,1,0,3,0,0,1237.5497770569445,1.0,1.0,1.0,23.969336372730048,14.62231547765984,22.4,0.0,1,1,0,0.30000000000000004,592.35,0.0,0.0,0,0,18.36174829510229,0.0008079830163084899
TXN_003006,USER_3098,392.99,Other,FR,2025-06-15 12:22:56.370125,Tablet,29,2368,33.61,0,0,12,6,1,6,0,0,24.0,1.0,1.0,1.0,0.0,0.9974618645143277,392.99,0.0,1,1,1,0.1,392.99,0.0,0.0,0,0,11.35481074833863,0.04149377593360996
TXN_007000,USER_1388,15.48,Grocery,UK,2026-05-16 13:43:56.746346,Mobile,64,3619,25.07,0,0,13,5,1,5,0,0,81.31682941,1.0,2.0,2.0,-0.8526261598715464,0.1583361745652915,124.585,116.34027870862265,1,1,1,0.1,15.48,0.0,0.0,0,0,0.5937859608745685,0.012282472889777938
TXN_005092,USER_0708,17.32,Travel,ES,2026-05-18 13:15:56.580405,Tablet,74,2406,33.67,0,0,13,0,0,5,0,0,7087.450105430556,1.0,1.0,1.0,-0.7256251625061825,0.04313393435274194,27.1,0.0,1,1,1,0.1,17.32,0.0,0.0,0,0,0.4995673492933372,0.00014109247696658813
TXN_009029,USER_2812,16.42,Pharmacy,IT,2026-04-29 04:46:56.919991,Mobile,70,3282,36.16,0,0,4,2,0,4,1,0,2778.6668540966666,1.0,1.0,1.0,-inf,0.23029453015427773,70.3,0.0,1,0,0,0.2,16.42,0.0,0.0,0,1,0.44187298170075356,0.00035987186133508285
TXN_007267,USER_4826,10.91,Other,BE,2026-02-26 05:43:56.768961,ATM,49,700,15.9,0,0,5,3,0,2,1,0,1499.6000349233334,1.0,1.0,1.0,-inf,0.3131458094144661,33.84,0.0,1,1,1,0.2,10.91,0.0,0.0,0,1,0.6455621301775148,0.0006668000111443095
TXN_006370,USER_1502,232.46,Other,NL,2026-04-01 07:29:56.690401,POS,39,3560,28.11,1,0,7,2,0,4,0,1,1150.0333460572222,1.0,1.0,1.0,3.853682036755664,3.5376654999239086,27.59,0.0,1,0,1,0.5,232.46,232.46,1.0,1,0,7.985571968395741,0.00086946440030463
TXN_001280,USER_3052,10.32,Online,UK,2026-05-16 00:30:56.196300,Tablet,78,1702,101.55,0,0,0,5,1,5,0,0,8203.183199595835,1.0,1.0,1.0,-inf,0.03766973280770916,272.96,0.0,1,1,1,0.2,10.32,0.0,0.0,0,1,0.10063383715260849,0.00012190241098213806
TXN_000842,USER_1234,17.75,Entertainment,ES,2025-11-07 23:44:56.158958,Tablet,49,902,9.53,0,0,23,4,0,11,0,0,3600.98315691,1.0,1.0,1.0,-inf,0.4265801490026436,40.61,0.0,1,1,1,0.2,17.75,0.0,0.0,0,1,1.6856600189933524,0.000277694225994513
TXN_005756,USER_1441,39.85,Entertainment,FR,2025-06-03 04:04:56.639457,POS,73,2979,34.91,0,0,4,1,0,6,0,1,24.0,1.0,1.0,1.0,0.0,0.9755201958384333,39.85,0.0,1,1,1,0.2,39.85,0.0,0.0,0,1,1.1097187412976888,0.04149377593360996
